id,sender,receiver,block,operation,contract,signature,amount
963,tz1Ky8h24KrzHSgsyDMytP2T7Mp1aR5Zp9NK,tz1eigzMDYc9L2CogEL7iFMSuKSxRaU4xfvv,BLNn2ow1CkfQLAKooXTATF5mtytQRTDG7how3uLhwkcefczJZyZ,oo592gnMGNrGZRtFV8pH6juc5ppjLpwhTRBZTYABPvXdxJXyiVA,KT1CPdkqjaJTEv6sFsscDybkcESNAi5Mm1JJ,edsigtrUvPP94sPs8DePRSJ6FVdx2A4PryssMZLZfJzY61FDW8vE2kdrAdcGeTqyAumWsJgvZW26MYTCAb4HbUsUUeGgkEr4UP8,8.54
227,tz1bXiUgWC97S9rRTBuoFCBn9Bfbck5aGhX8,tz1XgUzkfMsR4A8Yh57tQpVoGCLBeZHzRAcL,BL9rjnLXHd5yyQ6kLLfGEuG38w5nx5FqcE5D8GPV4o7byevXScN,onsAH5RdcfpdZenDcpYbNhXdeqsgzAQWhH5bb5GRKVcy5g9xNi6,KT1LW4JMacL1szGCk7NMsV9362FKWSXuHiHD,edsigu6Fp8dqsKquvye5S9C8XkiGsNQtrKCrnWNTDbmTQ99LhFNLqEt5FVuYjLKx9Q2A6Q9cXvzpXwdhNCAuuoeP1wE5SZLdcwE,8.52
307,tz1fzj6WFjtibMdPinuEAZkQ2w4wvQwCwFjz,tz1VaQxxJ4VDGnESxyge4tfKvpySz1E4jvYr,BKr9ebKtcUuPuxTim2krCPgbQUn9dbarCLK6J9yrKAxGkd54aFX,opK2tN8ESiatGkCK1HzrAa6upED3vm2zNuYp4Q25EKU79fMYZH9,KT1HJxcRRnqwMqKm5voDqoUEJicmWR6oFYFG,edsigtx9ZtS9Kywb3j4uuDx2svxvaY2ppFdwnkWLx7uWwTTR9cpzt9QuuoiydHkA5AkUSdMohs8DHP6FmW1prasoGEiJu64YE99,8.51
661,tz1XmaCXmX6Uyt2fb5uwsA9y7ABtEhEeGCpZ,tz1LXJdy2AcwW3q8ZpbPtcD9JrhFqgQ8nF48,BM4G255d2QfuERpehNhfaCgf1C6Qss6ZT5s3PaQHuVXoAk26pg4,ood21vhFjTdKwszd8emD6VftcNu2h6YHFgakE8srtFnYNRL3J5t,KT1KshnsRZ9XipGmRCfvEDteHssuJcZsMt1d,edsigtxyDPL6Gc4THmiANDNus4UMnVEiFytxGoRmvDme1Xo78v3CZvuov9FmMUJsi8yZXPmoLcLQ1itr9ziJVe3itKXAZ31drvr,8.51
83,tz1RTK3aHLwNj5DRR9CcnpT2txE9nvZV8sVV,tz1NWoH2sqZjvADv4hz1PXwY6gWWcNt9tNFg,BL6XRQ3AEbvw2XcNdZABF5sZefAL5MTuvqTZmcqhJftLbyi4mWU,ooHp1vnDP4cCEuF6gUhDy6ffRVayd5gt5YkGmQwoJrYSDWzmEkj,KT1AB3xYotedTRoUGdRFvDAUEuNXHx5j3f79,edsigu6u3e9bKJ1L3oZdsGCFFAoySmyAPZcWnkBs8KXrRLc9HDUUVZbm9NJA24deJExnu73LTpVuDeBaKKULYAARttZXFDTvsNB,8.5
761,tz1PvveyqcYw9kSh3zJXgYH7Boq2B1kvwHBb,tz1YN7d6g6zGk3zN5FUdhAd7xHwLkURS4yEy,BLyouPsDBgE7cwhijDSdnjXMNmxtPUsm6enAUYhmd33qkz9qGYN,oo5iYWuuAjcVDB7QJWd7W87WLSDqN3vypFKG9KXra9871G6FCst,KT1Kn1v6LQMb2Ayb3RQdtZaYVxrXG4K3nyDS,edsigu5ojqRgJ1vjJNmY6PNtheKbEfYceMXEx2VbdWH42Zb2sreUPkFCANP25HKtcpfAtu8uBuidE2qx7H5ndeZn4pMY7h4x5vc,8.5
421,tz1Wd3Jw8AaqvknjqURee94hUzSpVBVLAq1y,tz1PvwCRrBmcft6NCuhahWKwA5uAUoR7Qngv,BLv4x4QB6i5LLjnoTCJM4xvqzY8mbjkGrxmiq8HdFGEErmG6r8Q,ooBbRrBw5By7xfni7i84W2wJGERGNpyk4jGjYjBPLVH6BmyyBuU,KT1Upw8VRBizVru5d3iGLzCwijk4NZV7q9MP,edsigtqtNhbFuXn4TrRef7vdLTkJTQ27rgi3mWwH1hWf3Qu4Ph4mptJyt7j5jxKHKamR67vWkzobLM3vihsRwuSGbWL2ENSFokY,8.48
450,tz1aY6U83qQahocTYPb2Xm42g1yVCj69fwr5,tz1S2Tsi734pmrAKj7ydS8cw7YtDkZiwpX2A,BM8AfsuraTEH3R1yF9ZT9UvqbrhWd1zZ6yQAxmdt1fo7KBhYwVk,ooe3w9XdukU79fYm6JCY4e6ARTzaAn1vUkFPfq77BCZUHTJCZdT,KT1Rdu3FP2HEcdakV7CAd1prqTnyyTdkkci7,edsigu13u3ri7B7qKj8VKuYMv3s3auFJs2K9AphBSp8B4quTz37PHsHESoFUmPJjMBXLt9sUuxMjZroJmWr3EuC5E1r2pPqjtSh,8.48
924,tz1PDoUvy8ESKi4u9P6EDbFYb9TGUgtj2WYR,tz1W7MpenjtNE88hBK81h8dgDEgGqJdGWTCY,BLPv2uj1rMfWTtuN81xe4jUPtXcBnQmPUomE2s2QzD37t2dar2w,opSSMLghrRqRZr4c7jiATeCpJrvoMa4Wx7wWtRXUz6KSEFrHoRP,KT1BtGLonKaymjLctW9zQWz5Ay9RMqE1vwQ4,edsigtp8tKdVFXm3nJXZPvr9eayRzRsLWpLfBuCBBNPDmRF28ALtxkRY71NB39Q3qtTq4txeZLQhshvrWBufNWMyiScyNT1tcVF,8.46
905,tz1YWoD6i4W881SroB7SJGBqrXvbNdPbR3eY,tz1iCL73nMtAcD4fDcZ9CvHMpQ8tWS2fm8Hb,BL2dKPMRbv2L3JLwEqzzauQQ7S8PaTGrAK313oPzh67FiYLWFUi,ooymM6tYGNetLP4sjwAGmub63NLAt3ifoQbaLviHPhrMaXY3vHH,KT1C2pbvQdPMyP5L4pmKTBDezWhEjTJ6Cvki,edsigtepzhFqnWzoneJgtnjkCAWJjc3b2p3DE4zLeaNHtDJ3ZEe7AbpYesGP1RgPNYqJpLNfiPjqeXWtwztqNiGeSGL3Ppxa2cc,8.43
783,tz1L1AEpYsFanjcpuoe92E4TQLhW4ZWCFZhF,tz1hjgMp791RW43FkHj19fgAYwXsDS63Frvm,BLujLuidwP6S7gWdQCHpQx3jPjry2FcPjhT1tvFyDyDYGbqiALT,opZ4UnJeyGiUNVqqMmxhR6BDQ7SENpnVbcnQtDz9T43a1EHzcPK,KT1Utw3o5gFx21SkzKvnVdnVWmfbEtRcA7dJ,edsigtey12hwRv6vyrQW9GGHhpiofo4DUA3UHKtVYKqUuppmeSMBjGr2EKGYH2ijBgCTS4QSpZ3v4sCZ7dJMYretXFEMNxCWRs2,8.42
154,tz1Ztu1b2Xt3zuKCRQCKD5FJyf3xPsudxyXr,tz1bGBRtABDhD6EYfu39L6ksmH7hPooFhu1L,BM1yNm3mhA5XVMQfR3ouGkApRVs9gszdGFkuWYmDmDLtWvp2Enq,opZ8KbKtYVk7FbNrFUZd77vqQcMk5QQRgW4K7wy7Db52bFYXZmQ,KT1Rz7YBUedaeRrdoySRhUnvipcxmsrc7ckG,edsigtoDhMjahFvQLSzEvfLv9vz6wqB7HGdsphRUthjLccYcFBaR843RVfvradSmkwzaGVTWmAtK1VaS4mDpTFDKNzgmv7XbhnT,8.41
638,tz1Y3dsk47P5VxqTFV4V9vS6EKXaNS1R8uXF,tz1iDXJnnVApbAFZND8S8XmTYar59fNYqEug,BMArdVrp2aEJu88GedddxUZt8zbb8LxWdGhy99hivjdZw9Q8bL9,ooG6LNCQe8pFcU8kiZPqW6LPj318P9LnT9ypAqubWQqoy67oBDq,KT1MykgERCxAeWAQgzBgLb5kYJdoZSMpG93N,edsigty37vdi7A6rzbEbvnBc84vnHsBFfJs6finT8XsDQnrQVBZn6kBjNSzAqiCzNY56HvYfu772c5fDFEUvndigfXvfm8dUtEA,8.41
252,tz1LF2sv21KXrCTNmwuHeGfSy1ZoHPeREhVw,tz1XKC4K1Qo6r42LAX73qNo5haZZr4a3t8tt,BL1r8q6n1rb3Hnoxn33yPNCm7r7vMDD1GrTVnVLnxeEobYAL1gA,ooL7HvwQyayWiUt7x6RUJMdFEkFhffmBDiPvkAz3KgS4QfyPxHe,KT1HBn6s5u34K1VdibYwgsSjJHXtbU7Msb84,edsigtovfCR2FoSfuscMrD2kBsvStQQnMiynwALSbw26brUhePHEdhAvhAZe61fSfDSy3CRpBDdjycTtrcx6BSXKBMg6SBJHuZT,8.39
288,tz1gnvHCbUMSsAwVkc5fgSCnXhgU41RbkVmE,tz1gUtwqFjnVtiAT38RHbHag5zcw6LBeRyek,BL9fL9CMrnNQSR6WyivZ9reFWSWvvqSpeMi49VKzK8mxFY7bUFJ,oozfYVqJV93Tt6KkBajZiradwfnMbGjwQHzDNkHXVkNKD4Q9W5s,KT1LqM6jd7urgf6RqjjCYgCS2a71XLFQDQEy,edsigtbLAFE6qvsGbDuVfgj3awAXyc8CCE4o8zrjkwxuDVLperumhMrnFaWKj59ZtT96M5nbiGCosQDkRmP14sky5gFiKN8fH9H,8.39
860,tz1f69Gk3xXwiWYQcMZJJF1zQ5ZYZs2ZXLGJ,tz1dzaysqwjfYhw63CvwbSgLoRDNLcwhxiky,BKoQ1oigRscnQq96uLWrYNwjmbiQwfip8mrCBuedeAbZT7tBvnz,onnraGazw8pfHfYrRoThQ5ELsgywufMgad8SpbNA4RwYJiDfdML,KT1P8ZXTM9fhp2hGde8c5WQEB1qHotxWieaf,edsigtec6hafRFJrtKUkfUy65zTL5B5oX5ikZm8h24TYoYdVBfGNZBkBM6WBzxR1cPMmMbLxvRrrZXgXFTLgaNBac2Uu7PsWBv2,8.37
519,tz1XotJhb1BPk8Fzz3bsojNk9Lz2M3rdyYh2,tz1LxMwPSimHwsxRxXgZCKUQn9coiJYvNCCr,BML4zxKod446cTkrvxFeVFbZXnLqHUSomzZCrgFqzVzyYTxPo9n,onxJSeifopVHrDfpvTKURELzgrkFsmc5aAHupLWukAzw1V3Rpzu,KT19XfNxmPtMUTFkCPFE1RQfDojGLMgJqK3G,edsigtob2yqChuTCSW9jEvPLVvpm5cMWzURsGS1qGd2GNfeUsbKNdoA2FBdznJp5PDa7sP3yAFVAWfx3xtawY2518y3bBD8AQat,8.36
344,tz1PRAJT16q34AvHTkKZwuCzdfEePMbmkgWz,tz1UbRsQSJosGvcyGG2zEd9rxCosjB3cMC6M,BKkEfZcYmmXLeEg5wgELcQSVALbBqGdbdUzqZxB13567HvDGWe2,onnrgbkX3zAMZPayrWL3NwRNZbtAiQnnd52Y4PaRC5UBv18hZb7,KT19ydBza6BZQadLEeEaJhj7XPeuR6prsyGF,edsigu4TorXHsG2kfzPztNtVQ6zEaS5nWhuLVZmNPoPgt2k75JCy5qmMuPaL4asfBsHaHmSyVtcikBJMwaJNFZ2AfXN849yEjJp,8.34
375,tz1hr7xhDz3zfJ5vrkAsz6Q3fuMywKKVBkA6,tz1eZzuCDJjdAMA42hMKjTrTqzno6z7XVktd,BM2gueCPAFxq86bgVhgAgJNo6sLeCuZf5rft1Aq55Luhb7rsRnf,oo9ek7cRQYRbeCQqAUM3YpA2bUzssDSAcQq18i8LuE2CBa7rAYF,KT1RmGbDCmNbun9aEaiLa18SEfmRGZg1N5ki,edsigthCMfSC1WtE6fjoGGha6XN4ySh3Yv6QJzp4KNsW9mMAmD44HARAQyLGKzeV16XCWm3yiWHBGTFsuR2Jjseou7RDM6fxLBn,8.34
248,tz1bXiUgWC97S9rRTBuoFCBn9Bfbck5aGhX29,tz1dxr6rssCPB76fkKXonUvE4TVK6nT7puXK,BMCixtx3NSaekawSRprzqfy42rXhMipWMNnS8TwLtDfdPSsrvMT,ooYMrNPKuYm85k8ZMKnaD9hJy2NfFtV7gX2Wr7pVUTeC57kCsds,KT1XkcjbPMxyNnKpQGQ1wxSc2qRTyqCk4Gce,edsigtu5YTcZcXx3LZRjWqzzZuM6CABU67Z8LggH1aK6srPnSu3CHS9kGJu1ZU6buCGNEnB8BsXneBg2LnUVe8rV78fLPaog9ZT,8.33
449,tz1X4hFajnimtY3r4T1m4NVgvYPiFJ77dv3H,tz1cBWM7sYLvceXaiCydQzCgTgoKuNTLaFFe,BMHVzZVHSG5feW2UfTnNWPwpsYxVrqSky7w4Mqw2MmrbMfNS47N,oow3VX3wkNbg5JJ9epqpXJpMFrSjfqLdAovw4g9AwbguH9SfdjH,KT1Q77KSpJQwCvc534ARpm4WEpbMQPXSgo1p,edsigtapBYnfFrVpZabSVM18An9eyTzoqSHC61LdGNyrGZttphcqgG91yWhaJ52Zp6KHvYWFnbxyy3fBwewGX96mcuqtKKiywEq,8.31
900,tz1PaTAL5JymKQiXLEjQk9zGfA97iZyvsYey,tz1dYnxe3ax2gaFpFrCcRNR5Dtq9NjCsbs5a,BL6mSw9D1TDaDUqYHrNf3m2AMvitXRCkkTX177Qm9UvLg28ARoD,oomqKnD91scRD7FQXuzPMGizSyLesBWESz1fxtY2gHa1hCsrjRg,KT1SyouZpBn9C6P67MeNsRK1ZF7KcQeZN2Lb,edsigtvh6d9qUNx6sUBhm9TdgMPQ77aGyHU26wZZHy9j6dFzY7KJmnrbJdFo3znRmjeTosVUytBCfvMKSNUmDsxccCFvz1NEsZZ,8.31
467,tz1drS1rQNfMtfidcRP6MdvbzSZg3dUsPJ1G,tz1ZjjC38LhNf4KDfKCoN2tkDqpqDYqusWwo,BMekdLF473GyFCQCnq3Kc1hmx7oNHZuTP7RLP8iu2jaiSrYRWyi,oo49DPCAdfzh57D68e6sKDWzp27VU5e18rYyTpd5ma1kCqb1GHy,KT1TbMfKJKwCv213R6aA86Rb7aYvF61GLaag,edsigtxLjwCe7cuVchfgMbwNLuNewxNi9FMa1EUvVmtLWSQaHjRiJydHnfHbfvmWGsHjNrzH8C3t9E3DVsXxrtBrJXWc3ywrMAB,8.3
834,tz1aqmyV7CvtfzU2YZsWcMqmEtqnyHsNKRRV,tz1WDkDpkb8mvTyiRopJ74N74r3KmZ3P8FEt,BM2LvZsB7dykxniDtrmiCnZPAgzjvSns7zbDyU2YgBG2x2qMcgq,op4ADWgAmaU1R2uWvd7KZg4sAWnM5dq7qaTep17BJLgMozbm12s,KT1AvsowysToXA1sQQ3ULSi2C5eV6H3NCBed,edsigtkQCz5UaPv16fvuEXhQCk1BJE5Nw4jTzExNvy39aiaLEeHL4sys3ATaZRMHEodLwfUpPywchZroLMmdQZkg21Hx6hF5ci6,8.3
990,tz1gtW2vRLaVShyZ83abZJmRG4EzXKvpbvZ8,tz1LxXPuDq9dE8AX8DfwS75LFghjRJrB8e37,BLjWHCNRMxmTLHDSDREHnxFEk2iY8XZraJpoV23dzFrGdLbhnyY,onwReBXcyF1SRSzVkRHuENatPUTBdFbYeDNi2Sq1HLF6G1q66L8,KT1S1vaut47h15u9GP7jR4mKJnwaZ2xqraB9,edsigtrNF6axCzHuz4UsuT6HogtGJg4vjao7AajbBxX1jzoirrWH4M67Yx5A55UhjHRc2yTbbJEoTu8Bygco2hJm6hpBcjTtEMF,8.3
460,tz1TcjACKknoTxUXQFmaH4p3BzPV9KJ3Lehp,tz1RVdFiJ4HZKEgVryfofLgorcmiWe5eSPKP,BKyXFzpgk9f2Krton25JMfuP2YfZK4yQ9Moqa6i2pjKBLXgsVXV,ooKtLUMPwSZy1y5K5nEfZf3RaWHNF6U38jbMxeVwXBSmQJkfm77,KT1RwzSVERfTW4Q6vHkuEimFkcsHcXicmYfZ,edsigtZ49j1JayUQjSmhKLPjfKuWjrL4oj7A3jvRczZNJNoiatCuzUP4pCnHHLyt33xouDeGTkbDKkhFSHGkEbqTyop3NpHoWRS,8.29
573,tz1cpxBmx7tafVf5xJ6k4tdMGaZTZVFSeizm,tz1cpbzS4ccFLjepK1HWNY1LEYnme2hjPc7r,BM8J1FFxKcFq4zgHp4vGeHrJTmpzQfE7kzLECuMt8ycF1ZdjS1X,op5EKEsAsGKdouxhAGnrNSQZJaiXaNLEDfeEYxoqoDHsPXVtM8K,KT1JyQmrzZU9JuCf4V124LqjZRGF6NLyXEuD,edsigtgqnPvRwtnRFmzyZVh6hi4pmFmoLsaRkahqZHR7JEN1qKRNmSNo6TBrEeZErgw1Cm88rGktJvFdM5oqiMkitDcQe9Ha6dV,8.29
132,tz1RjM4RL68o2Vc65XQ4ZkyXYUJMDp9mtny9,tz1XMVLZZcqLThurayaYFVrkkgWi6dMJNFMo,BLw1gKaYwuG7yoQN3Y2DxqPWWmshfFFqQSFuxt9PFSHs8fd439H,ooXqBUTayyESCQ6oWCt4dtyA8erytyxkaxSukZhg68kRNMjkgeL,KT1DZznH7YPVnjGwkkdrg9NVzQ2zo6w4X6T3,edsigtZzEVdvbHtiXBGi4pBTgJUtDJRQ6pK1JxygiFiz2Mz553E6gv46iZUXTQ56Zqp7c2GUSxEbhrDwdtHoXptaBmgeKKBPu8e,8.28
256,tz1WQoAAbEAKbp1zJwvM8DZvXwVgq6UW9R8B,tz1N7CPDDgA2yVnYNWGPuk7hzNGvfZvtFjaD,BKyD6bsverthiGwYnBSriannhCnZGdP467WcKFQ92Pm8psd33xq,ooAPJyDvKQ5YU63SXTW9JenywM3x4T7A8fWgiXtjuq5Ktb2JGhe,KT1PUudX96y3s4y1dViy87z32CF8k2wP7kw2,edsigtYUWRREVjGdoBwJxp7Ubk7QGzaRFdU7Gu3fGS5mX7HQZY9gAnb5NxGtQKsUf2pofQyQ4d4VghVh9cuHK34DM6tGzZfRmCt,8.28
965,tz1iJvgEc2ySp2rmzLhgzUZvvQV366dyMoDp,tz1Lc7qi8t37R623noKNVHcysMNzJSijRU6g,BL2FvSzj8SUPFvNWWzTBFVekkShqtLZJEW7w4tVAtc1PTNygUGG,opXAKjfni7EMEUyuDWU6kUehdceSgezcDbAf89NvLSnwGxLbqVT,KT1QfhmDtsvnmi5Vos8DFKX1G9AYnJLaVi69,edsigtsyoAT5J52rT5ymo8ET8xDa9MZcTh5qE5RDWrSfjfgu475F33grsth2kc3Cd2SynKWoR48cE4EpLgkrMKMkhirKD7Dw2w4,8.28
609,tz1aW13XVK57MygiQa1cQPCAfht66uMrMLS6,tz1QhGJ5mFEi4XTJMz7VC9LJHoJCbNMngeWo,BL6ZudSw1bYu9C8Xi2WPsmqYKpKvrBCLVznpMR7yv9eR3NGcmii,ooUfT25WYfS6V8bMHwahD65Y9MwM3u1SRypEnCbZHCxNB6L4PAN,KT1JKrPDc36MMUfBP12TwssrjQLdegmfe74J,edsigu4nncDNTzneP4yNmqGjUXYFycmWxtGQbW212xDpqAkqSfkD4LTNrbi8aNwxJW8EfNMEgpcLMTBJGLCoRArgpTvyxC6X2Go,8.25
56,tz1dk7xkAdhxEvZDSn9PSzbpSAhTn6RBdPvu,tz1Vp5SakNfgcV1TJg4kpXYEMDYiRiDYGcRQ,BLR4NqbqTp2iAa6k1npSbX25ct4wBpSsUqkfMmiRMt7SHwZmyqX,ooXrBrAuN1z9iqR9gJKM3DnuSsuqc8L4rejgwd4AjzrAMKF8N2E,KT1K6HNFXm9xddbciyUjBM7T5XcyDfdieEVD,edsigu14SrDtwC1gn5W3QSzWKtDj48nfjHDD4VQW214vK7k3deuxFHtEbaCnPbsYBwknYa9CGr8rRVtuAnuq9P9GRKzXmsx4pq4,8.23
399,tz1YyojBius6hx2bTptbVnQJk5TUf7gr28Fk,tz1gmRQ3iU85sDnaSSsDty7Bz2A8w2FsH6Bb,BLAgPnxtmKy7Y2Rfhq8DtVChLuG645jgsKz12zpmwHbNtroXXob,ooF96Z2VxSsXzHKaWJ58gJECXHAxmrqaNECcmLyV6HCBkJAvqsV,KT1Xcq82yKUiUDTAMTH6Z2XDQsQikwPVD55Y,edsigtk32CyieGbaExvGbTLbDyQThtQgjZCqbB3AuF7m3nVAyWa1DqstTyzcT6SKxxwub98qnEKJ1vPhENLb1tfbV9e9xLwfQVS,8.22
483,tz1dzXropTn4xX8PNGYBb5PCiZFvboqGoXx8,tz1SPXuM4VsYfRce7qhEMbu73oB2ep4oznn9,BMX3xpmWHcJnsJUdiKuCdB4J8t4H28dqM9dC6GcFYh8KbxV5DHi,opBCdLe6gd9QR849RJNBuLrC9BcAHzFfXPPpWA9AM67xLqDbRu6,KT1LNZEbx1WX1rW2DhmirLkMkbxYG7ZJVMzK,edsigu2mxYmngPjSPrZFr4r734pUXeiy2pfPtxdWbddjUusGEFVtodBxwqGP6cPBPZu54DcE6EFLwwYWNERzB4UgZqniBqfHVNH,8.22
257,tz1WEGTkuursh1eNbRJ259FVe13NCmKeSBXh,tz1PRhN3VvGPubivDmyjWcVmmsiDtmv3Q9JD,BLxUCwaLhxWixHG6xrgoNQAEd1iAYFvTVWgd19bB9cTZoyzJHde,opZViQRrNA48bAPDtyHvMDofrFnzuvmVbpiVG2gJJMgfB5AFxfQ,KT1WcjNUTGthn39mZvZixo3Avzw7DT7E9XHg,edsigtfNPce1wgEQ8bwBiuhMeV3JdMZhf8v2zkQwSjfSxzix869P4pvf7N1RzZjnKShR7CMJTkB1bLf4f3QcJWeLxCiGhM1LnuV,8.21
215,tz1TNyqbKGZP3UYjGHgbktEmEZ5BLoEFYaqf,tz1XrLCsMRcNHudkcLJrq8gsK61yzgiSqRxj,BMBfJgmzirDUXZJFvzgrMpp3xysZd73NTPpAM266gfWyPC9KNvH,oo6NMemapw8DZuVEaHi9r6GYVdUi7eXHKfWfGLJCGF99pbv8MnA,KT1N4wTy4iaGtLjHeYaNKiS6LVWmyE6ddfwJ,edsigu6iggH4BYztAHiKcthEzcGPJ1aAHEA1WFfYaack61411d2UayyvfftcSZdbmQgezX138zJuym3vpB5m2WAJN1M6yJuQLrT,8.2
379,tz1NP4wDcHb6r3fVzfrzFQwjUQ3oSLeCAiiP,tz1Mpm9akPHgG8VtBcgcqwuTazDHgzHNoCGf,BMAitNYNNxXYa1k4NrHPJLTGy569j4iKnRchCMtRF47YcdV5Xdi,onehtPX3iHPyXMBGHsNbGm55opXyrESNuB2kRJf4xk7eb9qcizp,KT1NBs6PgopGHLWmmo9UfDwcZYJBTqY23GDT,edsigtsF41nJDBYzhjjBDFaHPLYittvgWh1Hc4v8sWQG79AP1ddXeWy1nY8nxYmUwbKs8URUQSZY6hYoBYyrZoijRCgz4jMnkYx,8.2
349,tz1b9AivP7qkQBwMs9qSJxz11VX8U83AHYLk,tz1TEUKBmvPiAwtjXVKdquMdQJPPMkbXqDMz,BMDo6Ewio6e5p8dumjzecsM2D7HPAq1pnRcbtYK4yHCpB5qkUoR,ooARJ3DjHjbfdA68YWYGuFrqmMFY7d4UmPa2Qvg8TwPKhAJCdc7,KT1NWmy7yYo4vxsNKjrjCyrnz9Ja76mu24g4,edsigtgZ8UEAa2ZtWQS3t4JM7dH1TeNXZp9UbCxgZKtRbRZDKY1N5brnRps5bijaKVJxthrayeAoiP1zZRPkfTZxEBmnYxUcJNT,8.19
589,tz1gM2drZV6z2ZbhgHBTk6gGYNgBy1jZ5f9Q,tz1WCMmjTGZooFh26WWuUEXpqkSyKTtXGujH,BMbyhmvhLuxq5LGoAs39RFnGKk6K78Nn6m6Gw3aNzcR5Pjiig2p,ooziJHS2bzAY9DuWktzCo2FB8yF3zFmJLTckuNbcTuco27hUeTm,KT1QgqNNsWVdRxouA8gtKhRe9XsB4A9FXV3R,edsigtbPttgpFAGcjeCp9dPt4dLgAFAwPnFDVTenX7mbtinHg3GLVsDoVyBm5W19JhgKk49fFgZ9BDMfKTbNhTXbWvbtvbzD8jZ,8.19
780,tz1RagqXW2nZ1nTP8dH4mCp7T4oG6nUBPGbQ,tz1PEMfLPZDyJag5Dra8JZFJg823chkF5puP,BMZZgurufJBRm9ovWWsBZkbN4R4pqkh11fGrk7GH6ZLznsB4VTL,opYT5jPcpDnSdo5TgXjTs7JHyWGy92QAFQSGqxNSRuG3ErFJi3M,KT1C9JpdJevLAAsUyTcCCKF5oL1WhrzUosSQ,edsigteVT2DwtRsfEiTZHWXaYfaCE3gMhnrViHAr8wzA1t4tZsoJyM9pcGskPCk698zyYsTJaY3GwzajCgzCBT1uBCQWKuCczzZ,8.18
5,tz1Pdh8BUvPuHjVRzNHjdHfsGtKew1XEuFw9,tz1TBxoyUKsbG5D27rHDGLXf8DULLWTX41eD,BL6NAtZQ3arXnWK5n5TaKCihE1pN4w84XZL2cZYkqnurzwKhhkS,onskLsGkHc8Q6YKu7FbJFPhMz2NQKob4BUkQvw6shg3kerZsDPK,KT1X4BkoQoaEiWqiTk8MFwtuS5dBVD9nvLWc,edsigti8skzb1jUHvnSTiYRRd32G2jUgb4WQ1VhJbKEo3keVyLvJpmhBdusdwytxbDad68ywaY27fHtnYJ7Whfw4J5mpCSoAsbQ,8.17
425,tz1ey4LtkKAdCsCwP8PCuWJA9UJiJ8BRBZLB,tz1hu5kPBPCkE8rdibD5BaVwTxVjsf94EjJv,BLJAAvmUrcCfDfv5Fhumchz6NnpHY6i88mSByFc3QU6ThAUGxA9,ooUjCB3FiKN98JiDYGTwFKcnus36TvQrHe3KvYNw6EUUQeCeRPw,KT1QrQC8Z9KxvnyZqUew4wqMEcyEGpgMMcn5,edsigtgp5carE7nvKiGVvazdKxqw5Cv94UGs47JuiE7UBvCYStuaFBP8nbb35yoM41UuNxShZmLNKdmEdiTab9G4UvoPZWRJVvb,8.16
997,tz1WTdA2o4X9FhTqULvjjwu8BqjGzU6RwGpo,tz1PgEZ2HwQVvraEbdmrVzfuddJL1t85Jf4D,BLF85aLkJuX8qvYamVrDb8GTpwT32iCdFUaojp7mgbCpnwbkEu5,opZaNg7cSJJB2F5oovMjBW1KgxpFzXV6b3PBA73WbtJSPnr8JB4,KT1MwAKFy6gaC1H4FyJtfnWJ1jQ33VUwMbev,edsigtiGJpD2WqdJQBhFcmQqGWRk78VVrFrtP7ZZXmGXxUs94y61K3j93asC9ojypvPmr18tKjHvYY4dbPpSVBAmRe89PNsUUFL,8.16
185,tz1NVKGxPcJGAD5R7y9RaxriwYF2XfbizFNZ,tz1Xd9x9PsZ7hzVWX17HcveYF6o5Q4BC93gL,BLpPx6WnFJ6Nmk9Kou6JwuFN27kFnAiK93sBjP8kn7XQuitxs28,opEu63ogzJX3yK553xfv52BHWrfBbmEFuPpFYUiv1Ang34W4DkX,KT1U7gphNFL8De5KmWnEvuzpCuCNXZMT45gw,edsigts2Gtzk6Nd7SYW3LigyRSkahQ7ZsLrJGT3TQF8cdwRBLLfYSFrxKBneaVHpnViLPFyHJS1V3eCfJD8k43ytxwD26anBFu4,8.13
538,tz1UypCmy2o1yoFsdup19Wgdo17RzVN9hEZH,tz1drnKRi7WoTTKGmpZ48HqfLehcVsVzysSL,BMYaxsS3D7uty7vfYhuUqdwaWL8CyHp6MZmzRDRcYgPTiiiLuLz,oouQtDJmeLzYwbmYVDRtHrAfF9fHNAaEhbSaDApPLRffpK3SRe6,KT1KQm4AdtWfy6Cn7Co8FBP8YbcoAxkPtxL9,edsigtzBiNExviQRhBPtAC1hNpCY4r2eq6vY48wkiaRTBiBfedPLGsfUSkHWG2F6ovTFJ6WnFSVYRTyCFjxFys6apxuTRkvikus,8.13
667,tz1SA9SYTBWpALb1iUX7MBZsvycs74we3co7,tz1fZAL8h1mmTc7CvpfVEPpG3L3AqREQzgeb,BMbxv8i3A7yKg4XxhsUnWW5ohdTPNna9H8Sh3dv72BmXFBeLHPk,op7n5Gw3Thfcmd1m7ydVeERiVJLAP26miaujVXryCQw8W1MneSi,KT1BKRpnUq6v73WChnsPtFk3KEE5GTCcGf9k,edsigtgL1jYaXCY9RpLcdu8kU5ZNAvM1YGc85s1bbVa78VyhExjhJf51LkRFhW5UGDXedtcTrFhtACxVxDd29taYiwaNfrnBb5V,8.13
